,budget,revenue,title,vote_average,vote_count,tconst,startYear,runtimeMinutes,genre_1,genre_2,genre_3,genre_4,prod_company_1,prod_company_2,prod_company_3,prod_company_4,prod_company_5,writer_1,writer_2,writer_3,writer_4,writer_5,director_1,director_2,director_3,cast_1,cast_2,cast_3,cast_4,cast_5,cast_6,cast_7,cast_8,cast_9,cast_10,others_1,others_2,others_3,others_4,others_5,others_6,others_7,others_8,others_9,others_10
2936,70000000.0,118000000.0,STAR TREK: INSURRECTION,6.4,632.0,tt0120844,1998,103,Science Fiction,Action,Adventure,Thriller,Paramount,Digital Image Associates,,,,nm0075834,nm0000408,nm0734472,nm0683522,,nm0000408,,,nm0001772,nm0000408,nm0000653,nm0000996,,,,,,,nm0000025,nm0005772,nm0074318,,,,,,,
2937,60000000.0,67312826.0,STAR TREK: NEMESIS,6.2,757.0,tt0253754,2002,116,Science Fiction,Action,Adventure,Thriller,Paramount,Digital Image Associates,,,,nm0075834,nm0734472,nm0000829,nm0517589,,nm0000829,,,nm0001772,nm0000408,nm0000653,nm0000996,,,,,,,nm0000025,nm0453808,nm0780622,,,,,,,
2938,500000.0,3000000.0,MEAN STREETS,7.2,925.0,tt0070379,1973,112,Drama,Crime,,,Scorsese Productions,,,,,nm0552731,nm0000217,,,,nm0000217,,,nm0000134,nm0000172,nm0698998,nm0732364,,,,,,,nm0850038,nm0906814,nm0505720,,,,,,,
2939,16400000.0,235860116.0,DEAD POETS SOCIETY,8.3,6288.0,tt0097165,1989,128,Drama,,,,Touchstone Pictures,Silver Screen Partners IV,,,,nm0776114,nm0001837,,,,nm0001837,,,nm0000245,nm0000494,nm0000160,nm0001038,,,,,,,nm0353187,nm0432625,nm0859597,nm0003574,,,,,,
2940,4000000.0,13275000.0,NORTH BY NORTHWEST,8.0,2045.0,tt0053125,1959,136,Mystery,Thriller,,,Metro-Goldwyn-Mayer,,,,,nm0499626,nm0000033,,,,nm0000033,,,nm0000026,nm0001693,nm0000051,nm0484829,,,,,,,nm0002136,nm0122079,nm0866462,nm0102327,,,,,,
2941,10000000.0,163876815.0,SAW III,6.4,2403.0,tt0489270,2006,108,Horror,Thriller,Crime,,Twisted Pictures,Evolution Entertainment,Lions Gate Films,,,nm1191481,nm1490123,nm1135423,,,nm1135423,,,nm0068551,nm0809938,nm0005171,nm1587232,,,,,,,nm0121117,nm0388898,nm0467977,,,,,,,
2942,4000000.0,152925093.0,SAW II,6.5,2870.0,tt0432348,2005,93,Horror,,,,Saw 2 Productions,Lions Gate Films,Got Films,Twisted Pictures,Evolution Entertainment,nm1191481,nm1135423,,,,nm1135423,,,nm0005531,nm0005238,nm1065281,nm0891275,nm0000539,nm0809938,,,,,nm0121117,nm0388898,nm0467977,nm0167197,nm0002252,,,,,
2943,185000000.0,786636033.0,INDIANA JONES AND THE KINGDOM OF THE CRYSTAL SKULL,5.9,4785.0,tt0367882,2008,122,Adventure,Action,,,Paramount,Lucasfilm,,,,nm0622288,nm0000229,nm0442241,nm0000184,nm0462895,nm0000229,,,nm0000148,nm0000949,nm0479471,nm0000261,,,,,,,nm0550881,nm0810661,nm3732346,,,,,,,
2944,1.0,5.0,EAST OF EDEN,7.7,344.0,tt0048028,1955,118,Drama,Romance,,,Warner Bros. Pictures,,,,,nm0825705,nm0651585,nm0001415,,,nm0001415,,,nm0000015,nm0557339,nm0364915,nm0412322,,,,,,,nm0006260,nm0005792,nm0548929,,,,,,,
2945,1500000.0,4500000.0,REBEL WITHOUT A CAUSE,7.7,805.0,tt0048545,1955,111,Drama,,,,Warner Bros. Pictures,,,,,nm0795730,nm0827856,nm0712947,,,nm0712947,,,nm0000015,nm0000081,nm0000543,nm0000822,,,,,,,nm0918694,nm0006260,nm0005735,,,,,,,
2946,1288000.0,6000000.0,REBECCA,7.9,721.0,tt0032976,1940,130,Drama,Mystery,,,Selznick International Pictures,,,,,nm0238898,nm0389580,nm0365661,nm0531878,nm0000033,nm0000033,,,nm0000059,nm0000021,nm0001695,nm0000752,,,,,,,,,,,,,,,,
2947,10000000.0,33697647.0,THE OUTSIDERS,7.2,608.0,tt0086066,1983,91,Crime,Drama,,,American Zoetrope,Warner Bros. Pictures,,,,nm0746634,nm0386023,nm0000338,,,nm0000338,,,nm0001367,nm0000369,nm0001494,nm0000664,nm0000178,,,,,,nm0292875,nm0740407,nm0178874,nm0041447,nm0067981,nm0258424,,,,
2948,50000000.0,93974620.0,SYRIANA,6.4,743.0,tt0365737,2005,128,Drama,Thriller,,,Participant Media,4M,Section Eight,FilmWorks,MID Foundation,nm0300866,nm1373849,,,,nm0300866,,,nm0000123,nm0000354,nm0001605,nm1315378,,,,,,,nm0289048,nm0434133,nm0637602,nm0006035,,,,,,
2949,10000000.0,2494480.0,RUMBLE FISH,7.2,296.0,tt0086216,1983,94,Action,Crime,Drama,,Universal Pictures,,,,,nm0386023,nm0000338,,,,nm0000338,,,nm0000369,nm0000620,nm0000178,nm0000454,nm0001759,,,,,,nm0165602,nm0740407,nm0004841,nm0005664,nm0140017,,,,,
2950,8000000.0,52287414.0,STAND BY ME,7.9,3093.0,tt0092005,1986,89,Crime,Drama,,,Columbia Pictures,Act III Productions,,,,nm0001661,nm0000175,nm0317279,nm0262595,,nm0001661,,,nm0000696,nm0000203,nm0000397,nm0005278,,,,,,,nm0770650,nm0006217,,,,,,,,
2951,6000000.0,245066411.0,THE GODFATHER,8.6,10808.0,tt0068646,1972,175,Drama,Crime,,,Paramount,Alfran Productions,,,,nm0701374,nm0000338,,,,nm0000338,,,nm0000008,nm0000199,nm0001001,nm0000473,nm0000380,nm0001030,nm0001330,nm0001735,nm0549134,,nm0748665,nm0000065,nm0932336,nm0722000,nm0142301,nm0292875,nm0957038,,,
2952,2883848.0,25000000.0,SOME LIKE IT HOT,8.2,1705.0,tt0053291,1959,121,Comedy,Romance,,,The Mirisch Corporation,Ashton Productions,,,,nm0224634,nm0000697,nm0858329,nm0517615,,nm0000697,,,nm0000054,nm0000348,nm0000493,nm0706368,nm0113873,,,,,,nm0006037,nm0485702,nm0540338,,,,,,,
2953,13000000.0,102600000.0,THE GODFATHER: PART II,8.5,6362.0,tt0071562,1974,202,Drama,Crime,,,Paramount,The Coppola Company,,,,nm0701374,nm0000338,,,,nm0000338,,,nm0000199,nm0000134,nm0000380,nm0000473,nm0137142,nm0384494,,,,,nm0000065,nm0932336,nm0539794,nm0548943,nm0090656,nm0178874,nm0271093,nm0740407,nm0851790,
2954,34000000.0,50282766.0,NATURAL BORN KILLERS,7.1,1776.0,tt0110632,1994,118,Crime,Thriller,Drama,,J D Productions,Regency Enterprises,Alcor Films,Ixtlan,New Regency Pictures,nm0000233,nm0000231,nm0752116,nm0892705,,nm0000231,,,nm0000437,nm0000496,nm0001744,nm0001098,nm0001623,nm0263691,,,,,nm0359100,nm0006613,,,,,,,,
2955,672000.0,10000000.0,KING KONG,7.7,684.0,tt0024216,1933,100,Adventure,Drama,Horror,,RKO Radio Pictures,,,,,nm0330390,nm0187256,nm0741656,nm0908624,nm0774325,nm0774325,nm0178260,,nm0942039,nm0035877,nm0127677,nm0717046,,,,,,,,,,,,,,,,
2956,2900000.0,5000000.0,POCKETFUL OF MIRACLES,7.4,56.0,tt0055312,1961,136,Comedy,Drama,,,Franton Production,,,,,nm0728307,nm0750357,nm0134211,nm0001008,nm0876223,nm0001008,,,nm0001229,nm0000012,nm0486136,nm0640023,,,,,,,,,,,,,,,,
2957,26000000.0,160188546.0,THE WAR OF THE ROSES,6.9,571.0,tt0098621,1989,116,Comedy,,,,Jersey Films,Gracie Films,20th Century Fox,,,nm0000362,nm0498775,nm0012258,,,nm0000362,,,nm0000140,nm0000678,nm0000362,nm0845270,,,,,,,nm0000985,nm0586969,nm0628056,nm0005664,nm0359100,nm0686895,,,,
2958,22000000.0,505000000.0,GHOST,7.1,3034.0,tt0099653,1990,127,Fantasy,Drama,Thriller,Mystery,Paramount,,,,,nm0748022,nm0958387,,,,nm0958387,,,nm0000664,nm0000193,nm0000155,nm0001282,nm0069608,,,,,,nm0918456,nm0003574,nm0004229,nm0004555,,,,,,
2959,3000000.0,4000000.0,WILLY WONKA & THE CHOCOLATE FACTORY,7.5,1764.0,tt0067992,1971,100,Family,Fantasy,Comedy,,Paramount,David L. Wolper Productions,,,,nm0001094,nm0783544,nm0835799,,,nm0835799,,,nm0000698,nm0016776,nm0652578,nm0455702,,,,,,,nm0546876,nm0938678,nm0406471,nm0108634,nm0627969,,,,,
2960,3000000.0,17570324.0,CAT ON A HOT TIN ROOF,7.8,352.0,tt0051459,1958,108,Drama,Romance,,,Avon Production,Metro-Goldwyn-Mayer,,,,nm0931783,nm0112218,nm0688117,,,nm0112218,,,nm0000072,nm0000056,nm0412322,nm0007217,,,,,,,nm0918318,nm0200125,nm0916883,,,,,,,
2961,19000000.0,272742922.0,THE SILENCE OF THE LAMBS,8.3,9095.0,tt0102926,1991,118,Crime,Drama,Thriller,Horror,Strong Heart/Demme Production,Orion Pictures,,,,nm0001129,nm0848217,nm0365383,,,nm0001129,,,nm0000149,nm0000164,nm0095029,nm0501435,nm0000832,,,,,,nm0102508,nm0768324,nm0882588,nm0954034,,,,,,
2962,25000000.0,28341469.0,THE SHAWSHANK REDEMPTION,8.7,14150.0,tt0111161,1994,142,Drama,Crime,,,Castle Rock Entertainment,Warner Bros. Pictures,,,,nm0000175,nm0001104,,,,nm0001104,,,nm0000209,nm0000151,nm0348409,nm0006669,nm0004743,,,,,,nm0555550,nm0002353,nm0005683,nm0290358,,,,,,
2963,18000000.0,51973029.0,AMADEUS,8.0,2212.0,tt0086879,1984,160,Drama,History,Music,,AMLF,The Saul Zaentz Company,,,,nm0537004,nm0787323,nm0001232,,,nm0001232,,,nm0000719,nm0001371,nm0000931,nm0234541,,,,,,,nm0951763,nm0005816,nm0151434,,,,,,,
2964,42000000.0,7959291.0,STRANGE DAYS,7.0,631.0,tt0114558,1995,145,Crime,Drama,Science Fiction,Thriller,Lightstorm Entertainment,,,,,nm0000941,nm0000116,nm0168379,,,nm0000941,,,nm0000146,nm0000291,nm0000496,nm0001744,nm0002057,nm0009806,nm0333804,nm0813977,,,nm0415498,nm0006251,nm0005772,nm0001504,nm0453344,nm0761093,nm0808483,,,
2965,3000000.0,25000000.0,THE APARTMENT,8.2,993.0,tt0053604,1960,125,Comedy,Drama,Romance,,United Artists,The Mirisch Company,,,,nm0224634,nm0000697,,,,nm0000697,,,nm0000493,nm0000511,nm0534045,nm0001827,,,,,,,nm0006037,nm0005766,nm0541721,,,,,,,
2966,7000000.0,50888000.0,BULL DURHAM,6.8,282.0,tt0094812,1988,108,Comedy,Romance,,,The Mount Company,,,,,nm0005421,nm0180644,,,,nm0005421,,,nm0000126,nm0000215,nm0000209,nm0934254,,,,,,,nm0121117,nm0609861,nm0006016,nm0126128,nm0500371,nm0007081,nm0329390,nm0399144,nm0504434,nm0790900
2967,730000.0,8000000.0,HIGH NOON,7.7,667.0,tt0044706,1952,85,Western,,,,Stanley Kramer Productions,United Artists,,,,nm0192356,nm0003593,nm0286025,,,nm0003593,,,nm0000011,nm0000038,nm0593775,nm0000978,nm0432827,nm0604702,nm0941125,,,,nm0006323,nm0005677,nm0930536,,,,,,,
2968,878000.0,10462500.0,CASABLANCA,8.1,2737.0,tt0034583,1942,102,Drama,Romance,,,Warner Bros. Pictures,,,,,nm0258525,nm0019706,nm0002031,nm0462321,nm0122417,nm0002031,,,nm0000007,nm0000006,nm0002134,nm0001647,,,,,,,,,,,,,,,,
2969,12000000.0,43440294.0,A RIVER RUNS THROUGH IT,7.1,488.0,tt0105265,1992,123,Drama,,,,Columbia Pictures,,,,,nm0533805,nm0000602,nm0295030,,,nm0000602,,,nm0001729,nm0000093,nm0000643,nm0000950,,,,,,,nm0548410,nm0559175,nm0006142,,,,,,,
2970,350000.0,2400000.0,DESERT HEARTS,7.3,54.0,tt0089015,1985,91,Drama,Romance,,,Desert Hearts Productions,Samuel Goldwyn Company,,,,nm0750022,nm0178276,nm0215123,,,nm0215123,,,nm0001726,nm0001997,nm0511964,nm0015199,,,,,,,nm0005696,nm0002333,nm0649223,,,,,,,
2971,90000000.0,142940100.0,MEET JOE BLACK,7.1,2434.0,tt0119643,1998,178,Fantasy,Drama,Romance,,Universal Pictures,City Light Films,,,,nm0651592,nm0719734,nm0905458,nm0143281,nm0000976,nm0000976,,,nm0000093,nm0000164,nm0001231,nm0916617,,,,,,,,,,,,,,,,
2972,2000000.0,24464742.0,NOTORIOUS,7.9,723.0,tt0038787,1946,102,Thriller,Drama,Romance,,RKO Radio Pictures,,,,,nm0372942,nm0285218,nm0000033,nm0644048,,nm0000033,,,nm0000026,nm0000006,nm0001647,nm0129894,,,,,,,nm0002202,nm0005898,,,,,,,,
2973,50000000.0,119208989.0,BEVERLY HILLS COP III,5.8,867.0,tt0109254,1994,104,Action,Comedy,Crime,,Paramount,Eddie Murphy Productions,,,,nm0045301,nm0000484,nm0677943,nm0211823,,nm0000484,,,nm0000552,nm0855103,nm0871456,nm0171903,,,,,,,nm0626883,nm0005345,nm0013972,,,,,,,
2974,80000000.0,484572835.0,BRUCE ALMIGHTY,6.6,6728.0,tt0315327,2003,101,Fantasy,Comedy,,,Pit Bull Productions,Spyglass Entertainment,Universal Pictures,Shady Acres Entertainment,,nm0641479,nm0001723,nm0644203,nm0466175,,nm0001723,,,nm0000120,nm0000098,nm0000151,nm0001311,nm1377265,,,,,,nm0098233,nm0115384,,,,,,,,
2975,20000000.0,5300000.0,ONCE UPON A TIME IN AMERICA,8.4,2452.0,tt0087843,1984,229,Drama,Crime,,,The Ladd Company,Embassy International Pictures,Producers Sales Organization (PSO),Rafran Cinematografica,St. Petersburg Clearwater Film Commission,nm0033490,nm0575804,nm0001466,nm0207401,nm0073053,nm0001466,,,nm0000134,nm0000249,nm0001527,nm0001852,,,,,,,,,,,,,,,,
2976,100000000.0,82102379.0,CATWOMAN,4.4,1924.0,tt0327554,2004,104,Action,Fantasy,Mystery,,Village Roadshow Pictures,DiNovi Pictures,Frantic Films,Maple Shade Films,Catwoman Films,nm0736966,nm0004170,nm0274905,nm0685759,nm0714246,nm0685759,,,nm0000932,nm0000232,nm0000973,nm0933727,nm1661282,,,,,,,,,,,,,,,
2977,12500000.0,12281551.0,TRUE ROMANCE,7.5,1374.0,tt0108399,1993,119,Action,Thriller,Crime,Romance,Morgan Creek Productions,Davis-Films,August Entertainment,Warner Bros. Pictures,,nm0000233,nm0001716,nm0000812,,,nm0001716,,,nm0000225,nm0000099,nm0000454,nm0000174,nm0007210,nm0412322,,,,,nm0053388,nm0352820,nm0675305,nm0453808,,,,,,
2978,46000000.0,113714830.0,INSOMNIA,6.9,2409.0,tt0278504,2002,118,Crime,Mystery,Thriller,,Alcon Entertainment,Witt/Thomas Productions,Section Eight,,,nm0296154,nm0782711,nm0634240,nm0804408,,nm0634240,,,nm0000199,nm0000245,nm0005476,nm0233027,,,,,,,nm0424663,nm0432625,nm0233827,nm0859597,,,,,,
2979,25000000.0,156822020.0,MYSTIC RIVER,7.7,3340.0,tt0327056,2003,138,Thriller,Crime,Drama,Mystery,Malpaso Productions,Village Roadshow Pictures,NPV Entertainment,Warner Bros. Pictures,,nm0000142,nm0001338,nm1212331,,,nm0000142,,,nm0000576,nm0000209,nm0000102,nm0002536,nm0004829,nm0231283,nm0347509,,,,nm0398469,nm0520749,nm0827869,,,,,,,
2980,33000000.0,62022014.0,SNAKES ON A PLANE,5.2,916.0,tt0417148,2006,105,Action,Crime,Horror,Thriller,New Line Cinema,,,,,nm0349406,nm0254786,nm1733422,nm2154048,,nm0254786,,,nm0000168,nm0000523,nm0680667,nm0004761,nm0018416,nm0860380,,,,,nm0073551,nm1447370,,,,,,,,
2981,63000000.0,920100000.0,JURASSIC PARK,7.9,9645.0,tt0107290,1993,127,Adventure,Science Fiction,,,Universal Pictures,Amblin Entertainment,,,,nm0000341,nm0000229,nm0462895,,,nm0000229,,,nm0000554,nm0000368,nm0000156,nm0000277,,,,,,,nm0005086,nm0596520,nm0002354,,,,,,,
2982,73000000.0,618638999.0,THE LOST WORLD: JURASSIC PARK,6.4,4746.0,tt0119567,1997,129,Adventure,Action,Science Fiction,,Universal Pictures,Amblin Entertainment,,,,nm0000341,nm0000229,nm0462895,,,nm0000229,,,nm0000156,nm0000194,nm0000592,nm0000681,nm0000611,nm0390232,,,,,nm0596520,nm0933213,nm0002354,,,,,,,
2983,93000000.0,368780809.0,JURASSIC PARK III,6.0,4073.0,tt0163025,2001,92,Adventure,Action,Thriller,Science Fiction,Amblin Entertainment,Universal Pictures,,,,nm0000341,nm0668247,nm0852591,nm0002653,nm0118224,nm0002653,,,nm0000554,nm0000513,nm0000495,nm0005273,nm0005052,,,,,,nm0290581,nm0198395,nm0204485,nm0426224,,,,,,
2984,37000000.0,48451803.0,MAGNOLIA,7.7,1740.0,tt0175880,1999,188,Drama,,,,Ghoulardi Film Company,The Magnolia Project,New Line Cinema,,,nm0000759,,,,,nm0000759,,,nm0000129,nm0001673,nm0000194,nm0000450,nm0000547,nm0028690,nm0227039,,,,nm0783280,nm0109726,nm0005696,nm0862664,nm0036670,,,,,
2985,7000000.0,2697930.0,EVERYTHING IS ILLUMINATED,7.3,416.0,tt0404030,2005,106,Comedy,Drama,,,Stillking Films,Warner Independent Pictures (WIP),Telegraph Films,Big Beach,,nm0000630,,,,,nm0000630,,,nm0000704,nm1778479,nm0504007,nm1583636,,,,,,,nm0764771,nm1196755,nm0134508,nm0508732,nm0546064,,,,,
2986,11000000.0,104931801.0,ALIEN,8.1,8090.0,tt0078748,1979,117,Horror,Science Fiction,,,Brandywine Productions,20th Century Fox,,,,nm0795953,nm0000631,nm0639321,,,nm0000631,,,nm0000244,nm0000643,nm0000457,nm0001021,nm0001433,nm0001765,,,,,nm0140826,nm0318429,nm0001353,nm0786854,,,,,,
2987,35000000.0,326551094.0,THE DEVIL WEARS PRADA,7.3,7015.0,tt0458352,2006,109,Comedy,Drama,Romance,,Fox 2000 Pictures,Dune Entertainment,Major Studio Partners,Peninsula Films,20th Century Fox,nm0112459,nm0291205,nm1916979,,,nm0291205,nm2293399,,nm0004266,nm0000658,nm0004978,nm1289434,nm0048932,,,,,,nm0277704,nm0788640,nm0050832,nm0377877,,,,,,
2988,1800000.0,25504513.0,A NIGHTMARE ON ELM STREET,7.3,2645.0,tt0087800,1984,91,Horror,,,,New Line Cinema,Smart Egg Pictures,,,,nm0000127,,,,,nm0000127,,,nm0000486,nm0000136,nm0000387,nm0768334,nm0086867,nm0281486,,,,,nm0790144,nm0017450,nm0354413,nm0573073,nm0787603,nm0005858,,,,
2989,6000000.0,29180280.0,RAISING ARIZONA,7.1,1030.0,tt0093822,1987,94,Comedy,Crime,,,Circle Films,,,,,nm0001054,nm0001053,,,,nm0001054,nm0001053,,nm0000115,nm0000456,nm0934254,nm0000422,,,,,,,nm0001980,nm0001756,nm0588998,nm0615788,,,,,,
2990,25000000.0,412800000.0,RAIN MAN,7.7,3396.0,tt0095953,1988,133,Drama,,,,United Artists,Star Partners II Ltd.,,,,nm0060103,nm0001469,nm0607454,,,nm0001469,,,nm0000163,nm0000129,nm0000420,nm0596520,,,,,,,nm0425741,nm0001877,nm0005868,nm0511742,nm0709944,,,,,
2991,2500000.0,8750000.0,TO CATCH A THIEF,7.4,639.0,tt0048728,1955,106,Crime,Drama,Mystery,Romance,Paramount,,,,,nm0178785,nm0000033,nm0230196,nm0371088,,nm0000033,,,nm0000026,nm0000038,nm0484829,nm0002369,,,,,,,nm0615138,nm0122079,,,,,,,,
2992,45000000.0,185798265.0,INSIDE MAN,7.4,3112.0,tt0454848,2006,129,Crime,Drama,Thriller,,40 Acres & A Mule Filmworks,Imagine Entertainment,Universal Pictures,,,nm1897957,nm0000490,,,,nm0000490,,,nm0000243,nm0654110,nm0000149,nm0001626,nm0171470,nm0476040,,,,,nm0004976,nm0005966,nm0508732,nm0113084,nm0444916,nm1646308,,,,
2993,350000.0,1000000.0,12 ANGRY MEN,8.4,4077.0,tt0050083,1957,96,Drama,,,,United Artists,Orion-Nova Productions,,,,nm0741627,nm0001486,,,,nm0001486,,,nm0000020,nm0002011,nm0000842,nm0275835,nm0550855,nm0912001,,,,,nm0006132,nm0442100,nm0503594,,,,,,,
2994,30000000.0,152159461.0,KILL BILL: VOL. 2,7.8,8188.0,tt0378194,2004,137,Action,Crime,Thriller,,Super Cool ManChu,Miramax,A Band Apart,,,nm0000233,,,,,nm0000233,,,nm0000235,nm0001016,nm0000514,nm0000435,nm0354085,,,,,,nm0004744,nm0001675,nm0724744,nm0579673,nm0913300,,,,,
2995,2500000.0,26781723.0,GARDEN STATE,7.2,1046.0,tt0333766,2004,102,Comedy,Drama,Romance,,Fox Searchlight Pictures,Double Feature Films,Jersey Films,Camelot Pictures,,nm0918711,nm0103785,,,,nm0103785,,,nm0103785,nm0765597,nm0000204,nm0000453,nm0500038,nm1433588,,,,,nm0008330,nm1344784,nm0357074,nm1305447,nm0279412,nm0003394,nm0450005,nm0852893,,
2996,7500000.0,145793296.0,DRIVING MISS DAISY,7.3,714.0,tt0097239,1989,99,Comedy,Drama,,,The Zanuck Company,Majestic Films International,Warner Bros. Pictures,,,nm0880261,nm0000915,,,,nm0000915,,,nm0000151,nm0001788,nm0000101,nm0526985,,,,,,,nm0005572,nm0005573,nm0001877,nm0416824,nm0747941,nm0912536,,,,
2997,10000000.0,6203044.0,THE STRAIGHT STORY,7.8,680.0,tt0166896,1999,112,Drama,,,,Walt Disney Pictures,Asymmetrical Productions,Channel Four Films,Les Films Alain Sarde,StudioCanal,nm0842156,nm0730034,nm0000186,,,nm0000186,,,nm0002070,nm0000651,nm1886964,nm0139388,nm0569239,,,,,,nm0249050,nm0000823,nm0005711,,,,,,,
2998,1488423.0,184925486.0,SNOW WHITE AND THE SEVEN DWARFS,7.0,4481.0,tt0029583,1937,83,Fantasy,Animation,Family,,Walt Disney Productions,,,,,nm0789313,nm0183183,nm0668998,nm0604392,nm0414144,nm0789313,nm0359457,nm0414144,nm0143314,nm0830968,nm0479164,nm0041165,,,,,,,,,,,,,,,,
2999,50000000.0,34808403.0,THE LIFE AQUATIC WITH STEVE ZISSOU,7.2,1452.0,tt0362270,2004,119,Adventure,Comedy,Drama,,American Empirical Pictures,Touchstone Pictures,,,,nm0000876,nm0027572,,,,nm0027572,,,nm0000195,nm0005562,nm0001378,nm0000949,,,,,,,nm0578814,nm0748784,nm0006205,nm0005934,nm0001926,,,,,
3000,59000000.0,383257136.0,ICE AGE,7.3,8043.0,tt0268380,2002,81,Animation,Comedy,Family,Adventure,Blue Sky Studios,20th Century Fox Animation,20th Century Fox,,,nm0107760,nm5022110,nm0757858,nm0073850,nm0917188,nm0757858,nm0917188,,nm0001459,nm0000491,nm0005380,nm0899681,,,,,,,nm0232561,nm1000858,,,,,,,,
3001,2479000.0,28000000.0,VERTIGO,8.2,2745.0,tt0052357,1958,128,Mystery,Romance,Thriller,,Paramount,Alfred J. Hitchcock Productions,,,,nm0092268,nm0092267,nm0027173,nm0853138,nm0000033,nm0000033,,,nm0000071,nm0001571,nm0000895,nm0375738,nm0047450,,,,,,,,,,,,,,,
3002,1200000.0,25100000.0,"THE GOOD, THE BAD AND THE UGLY",8.4,4371.0,tt0060196,1966,161,Western,,,,United Artists,Constantin Film,Produzioni Europee Associati (PEA),Arturo González Producciones Cinematográficas S.A.,,nm0769249,nm0898812,nm0408488,nm0001466,,nm0001466,,,nm0000142,nm0908919,nm0001812,nm0321294,,,,,,,nm0342090,nm0001553,,,,,,,,
3003,3000000.0,4000000.0,"ONE, TWO, THREE",7.7,145.0,tt0055256,1961,104,Comedy,Family,,,The Mirisch Corporation,,,,,nm0224634,nm0000697,nm0597175,,,nm0000697,,,nm0000010,nm0001976,nm0863016,nm0290086,,,,,,,nm0005701,nm0541721,nm0833586,,,,,,,
3004,6000000.0,102272727.0,MARY POPPINS,7.6,2883.0,tt0058331,1964,139,Comedy,Family,Fantasy,,Walt Disney Productions,,,,,nm0829038,nm0871308,nm0196119,nm0909556,,nm0527217,nm0829038,,nm0000267,nm0001813,nm0866835,nm0424318,nm0002034,nm0006471,nm0531763,nm0943956,,,nm0169344,nm0911307,nm0000370,nm0522028,,,,,,
3005,125000000.0,544272402.0,THE DAY AFTER TOMORROW,6.4,4651.0,tt0319262,2004,124,Action,Adventure,Science Fiction,Thriller,Lions Gate Films,Centropolis Entertainment,20th Century Fox,The Mark Gordon Company,,nm0618680,nm0834460,nm0000386,,,nm0283816,nm0000386,,nm0000598,nm0350453,nm0002536,nm0005231,nm0000674,nm0455133,nm0761587,,,,nm0330428,nm0460057,nm0825336,nm0107463,nm0161530,nm0833780,nm1224078,,,
3006,40000000.0,41797066.0,ALIENS VS PREDATOR: REQUIEM,4.9,1378.0,tt0758730,2007,94,Fantasy,Action,Science Fiction,Thriller,Dune Entertainment,Davis Entertainment,Brandywine Productions,20th Century Fox,,nm0833780,nm0795953,nm0833779,nm0004307,nm0859029,nm0833780,nm0833779,,nm0043855,nm1018679,nm1560274,nm0651159,nm1262166,,,,,,,,,,,,,,,
3007,6000000.0,705308.0,HUMAN NATURE,6.2,127.0,tt0219822,2001,96,Drama,Comedy,,,Senator Film Produktion,Fine Line Features,StudioCanal,Good Machine,Beverly Detroit,nm0327273,nm0442109,,,,nm0327273,,,nm0000209,nm0000099,nm0406975,nm0535850,,,,,,,nm0106835,nm0394046,nm0005069,nm0006251,nm0284577,,,,,
3008,3600000.0,49800000.0,LEAVING LAS VEGAS,7.2,649.0,tt0113627,1995,111,Drama,Romance,,,Intial Productions,United Artists,Lumière Pictures,,,nm3840714,nm0001214,,,,nm0001214,,,nm0000115,nm0000223,nm0001696,nm0507659,,,,,,,nm0147416,nm0829176,nm0002336,nm0808780,nm0706182,nm0801148,,,,
3009,60000000.0,313542341.0,A BEAUTIFUL MIND,7.8,5876.0,tt0268978,2001,135,Drama,Romance,,,Universal Pictures,Imagine Entertainment,DreamWorks Pictures,,,nm0326040,nm0000165,nm0621586,,,nm0000165,,,nm0000128,nm0000438,nm0000124,nm0001626,nm0079273,,,,,,nm0004976,nm0000035,nm0005683,nm0360067,,,,,,
3010,14500000.0,147298761.0,ROMEO + JULIET,6.8,2954.0,tt0117509,1996,120,Drama,Romance,,,Bazmark Films,20th Century Fox,,,,nm0000636,nm0668902,nm0525303,,,nm0525303,,,nm0000138,nm0000132,nm0000491,nm0674782,,,,,,,nm0553355,nm0003946,nm0393780,nm0005791,nm0040217,nm0552039,nm0779169,,,
3011,3500159.0,76578641.0,BEND IT LIKE BECKHAM,6.2,1162.0,tt0286499,2002,112,Comedy,Drama,Romance,,Fox Searchlight Pictures,Kintop Pictures,FilmFörderung Hamburg,UK Film Council,,nm0149446,nm0074488,nm0996493,,,nm0149446,,,nm0619406,nm0461136,nm0001667,nm0451600,,,,,,,nm0623235,nm0699192,nm0510908,nm1353967,,,,,,
3012,52000000.0,256271286.0,ERIN BROCKOVICH,7.3,1620.0,tt0195685,2000,131,Drama,,,,Jersey Films,,,,,nm0335666,nm0001752,,,,nm0001752,,,nm0000210,nm0001215,nm0109773,nm0225767,nm0001075,nm0001339,,,,,nm0000362,nm0787834,nm0792049,nm0002353,,,,,,
3013,2500000.0,12512637.0,KLUTE,6.8,149.0,tt0067309,1971,114,Mystery,Thriller,,,Gus Productions,Warner Bros. Pictures,,,,nm0506920,nm0001587,nm5557134,,,nm0001587,,,nm0000404,nm0000661,nm0162541,nm0001702,,,,,,,nm0806498,nm0932336,nm0503594,,,,,,,
