,belongs_to_collection,budget,genres_x,id,imdb_id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,status_code,status_message,tagline,title,vote_average,vote_count,release_year,tconst,titleType,primaryTitle,isAdult,startYear,runtimeMinutes,genres_y,_merge
22931,,12000000.0,"[{'id': 35, 'name': 'Comedy'}]",57214.0,tt1636826,en,Project X,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",13.827,"[{'id': 1885, 'logo_path': '/xlvoOZr4s1PygosrwZyolIFe5xs.png', 'name': 'Silver Pictures', 'origin_country': 'US'}, {'id': 3527, 'logo_path': None, 'name': 'Green Hat Films', 'origin_country': 'US'}]",United States of America,2012-03-01,100000000.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Witness it,PROJECT X,6.4,3174.0,2012,tt1636826,movie,PROJECT X,0,2012,88,\N,both
22943,,25000000.0,"[{'id': 35, 'name': 'Comedy'}]",57431.0,tt1366344,en,The Sitter,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.",11.959,"[{'id': 20848, 'logo_path': '/htPfdm3yNRVsDz8CyyMozALKOO0.png', 'name': 'Rough House Pictures', 'origin_country': 'US'}, {'id': 11370, 'logo_path': None, 'name': 'Michael De Luca Productions', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]",United States of America,2011-12-09,34942188.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Worst. Babysitter. Ever.,THE SITTER,5.5,512.0,2011,tt1366344,movie,THE SITTER,0,2011,81,\N,both
22977,"{'id': 8354, 'name': 'Ice Age Collection', 'poster_path': '/stQoHvo0q6ZcEkji2Z1wlAxKnDq.jpg', 'backdrop_path': '/2Mb92Ssoe1eUecvrCe2pEvgAlmv.jpg'}",95000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",57800.0,tt1667889,en,Ice Age: Continental Drift,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",16.539,"[{'id': 9383, 'logo_path': '/ppeMh4iZJQUMm1nAjRALeNhWDfU.png', 'name': 'Blue Sky Studios', 'origin_country': 'US'}, {'id': 11749, 'logo_path': '/5AzTeZkSCFhiGZ86g2nz8SAHtgy.png', 'name': '20th Century Fox Animation', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]",United States of America,2012-06-26,877244782.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,The End of the World is Just the Tip of the Iceberg.,ICE AGE: CONTINENTAL DRIFT,6.3,4869.0,2012,tt1667889,movie,ICE AGE: CONTINENTAL DRIFT,0,2012,88,\N,both
22987,,5000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",57876.0,tt1519461,en,Area 51,"Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets.",9.264,"[{'id': 7377, 'logo_path': '/zdVYfWyiQmLgyq8V73HRHpCWjRO.png', 'name': 'Insurge Pictures', 'origin_country': 'US'}, {'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}]",United States of America,2015-05-15,7556.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}]",Released,,,,AREA 51,4.4,267.0,2015,tt1519461,movie,AREA 51,0,2015,91,\N,both
22994,"{'id': 230161, 'name': 'Fright Night (Reboot) Collection', 'poster_path': '/j552uoYU3B45mIHLPBorkdoW0Mr.jpg', 'backdrop_path': '/9N1PbMkYJ5Zn2suUSHt38lAJnkD.jpg'}",30000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",58151.0,tt1438176,en,Fright Night,"A teenager suspects his new neighbour is a vampire. Unable to convince anyone, he tries to enlist the help of a self-proclaimed vampire hunter and magician in this remake of the 1985 comedy-horror classic.",8.649000000000001,"[{'id': 9195, 'logo_path': '/ou5BUbtulr6tIt699q6xJiEQTR9.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 77471, 'logo_path': None, 'name': 'Gaeta / Rosenzweig Films', 'origin_country': 'US'}, {'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 11370, 'logo_path': None, 'name': 'Michael De Luca Productions', 'origin_country': 'US'}, {'id': 6733, 'logo_path': None, 'name': 'Reliance Big Entertainment', 'origin_country': ''}]",United States of America,2011-08-18,41002607.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,You can't run from evil when it lives next door.,FRIGHT NIGHT,6.1,1087.0,2011,tt1438176,movie,FRIGHT NIGHT,0,2011,106,\N,both
23002,"{'id': 86117, 'name': 'Johnny English Collection', 'poster_path': '/3a2BVS2aFHK66pnIqFKcJ9HaC45.jpg', 'backdrop_path': '/gxQykppFPXiiIG234rbcDTgqQ5B.jpg'}",45000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",58233.0,tt1634122,en,Johnny English Reborn,"The most prominent heads of state in the world begin gathering for a conference that could have a major impact on global politics. When MI-7 receives word that the Chinese premier has become the target of some high-powered killers, it falls on Johnny English to save the day. Armed with the latest high-tech weaponry and gadgets that would make even James Bond jealous, the once-disgraced agent uncovers evidence of a massive conspiracy involving some of the world's most powerful organisations, and vows to redeem his tarnished reputation by stopping the killers before they can strike.",11.257,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}]",United States of America,2011-09-15,160078586.0,101.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,,One man. One mission. No chance.,JOHNNY ENGLISH REBORN,6.1,1949.0,2011,tt1634122,movie,JOHNNY ENGLISH REBORN,0,2011,101,\N,both
23009,,750000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",58428.0,tt1594562,en,The Innkeepers,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.",10.858,"[{'id': 4592, 'logo_path': None, 'name': 'Dark Sky Films', 'origin_country': ''}, {'id': 1360, 'logo_path': None, 'name': 'Glass Eye Pix', 'origin_country': ''}]",United States of America,2011-08-18,78396.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Some guests never checked out.,THE INNKEEPERS,5.5,334.0,2011,tt1594562,movie,THE INNKEEPERS,0,2011,101,\N,both
23010,,28000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",58431.0,tt1374989,en,Pride and Prejudice and Zombies,"A zombie outbreak has fallen upon the land in this reimagining of Jane Austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.",12.394,"[{'id': 3287, 'logo_path': '/bz6GbCQQXGNE56LTW9dwgksW0Iw.png', 'name': 'Screen Gems', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 8873, 'logo_path': None, 'name': 'Handsomecharlie Films', 'origin_country': ''}, {'id': 10246, 'logo_path': '/rREvQNWAxkDfY9CDn2c5YxEMPdP.png', 'name': 'Cross Creek Pictures', 'origin_country': 'US'}, {'id': 12622, 'logo_path': None, 'name': 'Darko Entertainment', 'origin_country': 'US'}, {'id': 13395, 'logo_path': None, 'name': 'Panorama Media', 'origin_country': 'US'}, {'id': 72725, 'logo_path': None, 'name': 'QC Entertainment', 'origin_country': 'US'}]",United States of America,2016-02-04,16374328.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Bloody lovely.,PRIDE AND PREJUDICE AND ZOMBIES,5.8,1261.0,2016,tt1374989,movie,PRIDE AND PREJUDICE AND ZOMBIES,0,2016,108,\N,both
23021,"{'id': 102322, 'name': 'Sherlock Holmes Collection', 'poster_path': '/bsUN9Ph1nUituteKWOhPQGguNXt.jpg', 'backdrop_path': '/aeLom584FZdu6253WMaYEUCrTdu.jpg'}",125000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",58574.0,tt1515091,en,Sherlock Holmes: A Game of Shadows,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",20.446,"[{'id': 79, 'logo_path': '/tpFpsqbleCzEE2p5EgvUq6ozfCA.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 1885, 'logo_path': '/xlvoOZr4s1PygosrwZyolIFe5xs.png', 'name': 'Silver Pictures', 'origin_country': 'US'}, {'id': 2723, 'logo_path': None, 'name': 'Lin Pictures', 'origin_country': 'US'}, {'id': 23202, 'logo_path': None, 'name': 'Wigram Productions', 'origin_country': ''}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]",United States of America,2011-11-22,334615000.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,The game is afoot.,SHERLOCK HOLMES: A GAME OF SHADOWS,7.1,6752.0,2011,tt1515091,movie,SHERLOCK HOLMES: A GAME OF SHADOWS,0,2011,129,\N,both
23024,"{'id': 393379, 'name': 'The Huntsman Collection', 'poster_path': '/qQ3vWrNroNSJyPGRjsrgzNghTux.jpg', 'backdrop_path': '/xZWmMCp9DwKlcu2yEzVFN7ggpGu.jpg'}",170000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",58595.0,tt1735898,en,Snow White and the Huntsman,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",18.991,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 16314, 'logo_path': None, 'name': 'Roth Films', 'origin_country': 'US'}]",United States of America,2012-05-30,396600000.0,127.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,The Fairytale is Over,SNOW WHITE AND THE HUNTSMAN,5.9,5542.0,2012,tt1735898,movie,SNOW WHITE AND THE HUNTSMAN,0,2012,127,\N,both
23029,,4000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",58648.0,tt0101597,en,Closet Land,"A young writer is interrogated by a sadistic secret policeman. She is accused of embedding political messages in her children's stories. The entire movie takes place in one room, with only the two actors. The movie is set in an unidentified, modern police state.",4.153,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 23, 'logo_path': '/mkxNjThahj5pvntvYKVpMbWXm3D.png', 'name': 'Imagine Entertainment', 'origin_country': 'US'}]",United States of America,1991-03-06,259012.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,No one can harm you in your imagination.,CLOSET LAND,6.9,22.0,1991,tt0101597,movie,CLOSET LAND,0,1991,89,\N,both
23031,,13000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",58680.0,tt0120531,en,Woo,Gorgeous and extraverted Woo meets insecure and straight-laced law clerk Tim at a blind date.,3.1,"[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 1947, 'logo_path': None, 'name': 'New Deal Productions', 'origin_country': ''}, {'id': 39288, 'logo_path': None, 'name': 'Gotham Entertainment Group', 'origin_country': ''}]",United States of America,1998-05-08,8026971.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,It's Woo's world.. we're just living in it.,WOO,5.1,20.0,1998,tt0120531,movie,WOO,0,1998,84,\N,both
23032,,17000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",58699.0,tt1242599,en,Bellflower,"Two friends spend all their free time building flame-throwers and weapons of mass destruction in hopes that a global apocalypse will occur and clear the runway for their imaginary gang ""Mother Medusa"".",7.465,"[{'id': 7313, 'logo_path': None, 'name': 'Coatwolf Productions', 'origin_country': ''}]",United States of America,2011-04-16,101236.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,A love story with apocalyptic stakes.,BELLFLOWER,6.2,87.0,2011,tt1242599,movie,BELLFLOWER,0,2011,106,\N,both
23065,,75000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",59108.0,tt0471042,en,Tower Heist,"A luxury condo manager leads a staff of workers to seek payback on the Wall Street swindler who defrauded them. With only days until the billionaire gets away with the perfect crime, the unlikely crew of amateur thieves enlists the help of petty crook Slide to steal the $20 million they’re sure is hidden in the penthouse.",13.637,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 3086, 'logo_path': '/iksa7hXQMvPIzfSq0Tuo4WPU8gc.png', 'name': 'Image Entertainment', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 12007, 'logo_path': None, 'name': 'Rat Entertainment', 'origin_country': ''}]",United States of America,2011-11-02,152930623.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Ordinary guys. An extraordinary robbery.,TOWER HEIST,6.0,1725.0,2011,tt0471042,movie,TOWER HEIST,0,2011,104,\N,both
23080,"{'id': 128118, 'name': 'Deadlands Collection', 'poster_path': '/sV0pSF2pII2z56lcIV8l8wFZ9Td.jpg', 'backdrop_path': None}",5800.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",59223.0,tt1103262,en,Deadlands 2: Trapped,"The United States Government has developed a highly effective nerve gas that is unleashed upon the residents of a small Maryland City. During the top secret exercise the infected citizens begin to convert each resident into a sort of living zombie, until the remaining town residents, 6 total strangers, are trapped inside a movie theater cineplex.",1.8719999999999999,[],United States of America,2008-10-27,2950.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,"In one night, One city will fight against an enemy that never stops, shows no emotion, no remorse, and is already... DEAD!",DEADLANDS 2: TRAPPED,3.0,4.0,2008,tt1103262,movie,DEADLANDS 2: TRAPPED,0,2008,80,\N,both
23084,,1.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",59296.0,tt1436559,en,"Love, Wedding, Marriage",A happy newlywed marriage counselor's views on wedded bliss get thrown for a loop when she finds out her parents are getting divorced.,7.47,"[{'id': 52284, 'logo_path': None, 'name': 'Chydzik Media Group', 'origin_country': ''}, {'id': 5113, 'logo_path': '/qd5ru3vUvGb6dhXSzkHn7EQoX2D.png', 'name': '120dB Films', 'origin_country': 'US'}, {'id': 7419, 'logo_path': None, 'name': 'Scion Films', 'origin_country': ''}, {'id': 18668, 'logo_path': None, 'name': 'Voodoo Production Services', 'origin_country': ''}, {'id': 52288, 'logo_path': None, 'name': 'First Wedding Productions', 'origin_country': ''}]",United States of America,2011-06-03,1378.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Here comes the ride.,"LOVE, WEDDING, MARRIAGE",5.2,121.0,2011,tt1436559,movie,"LOVE, WEDDING, MARRIAGE",0,2011,90,\N,both
23087,,10000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}]",59387.0,tt0289408,en,The Powerpuff Girls Movie,"The Powerpuff Girls Movie tells the origin story of how the Powerpuff Girls were created and how they came to be the defenders of Townsville. It was the first Hanna-Barbera/Cartoon Network Studios theatrical feature film since 1993's Once Upon a Forest, and is the only film based on a Cartoon Network series to be released theatrically.",8.748,"[{'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 7899, 'logo_path': None, 'name': 'Cartoon Network Studios', 'origin_country': ''}]",United States of America,2002-07-03,11411644.0,77.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Saving the world before bedtime!,THE POWERPUFF GIRLS MOVIE,6.1,110.0,2002,tt0289408,movie,THE POWERPUFF GIRLS MOVIE,0,2002,73,\N,both
23094,,25000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",59440.0,tt1291584,en,Warrior,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.",16.045,"[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 6573, 'logo_path': None, 'name': 'Mimran Schur Pictures', 'origin_country': 'US'}, {'id': 1001, 'logo_path': None, 'name': 'Solaris Film', 'origin_country': ''}, {'id': 12425, 'logo_path': None, 'name': 'Filmtribe', 'origin_country': ''}]",United States of America,2011-09-09,23057115.0,140.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Family is Worth Fighting For,WARRIOR,7.8,2329.0,2011,tt1291584,movie,WARRIOR,0,2011,140,\N,both
23109,,6000000.0,"[{'id': 18, 'name': 'Drama'}]",59728.0,tt1130964,en,The 5th Quarter,"In the wake of a car crash that killed his brother, football player Jon Abbate leads his school's struggling team to its most successful season ever.",3.004,"[{'id': 79538, 'logo_path': None, 'name': 'McCreary Entertainment', 'origin_country': ''}, {'id': 79539, 'logo_path': None, 'name': 'Angel City Pictures', 'origin_country': ''}]",United States of America,2011-03-25,399611.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Rising from tragedy to triumph,THE 5TH QUARTER,4.7,16.0,2011,tt1130964,movie,THE 5TH QUARTER,0,2010,90,\N,both
23113,,4000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",59797.0,tt0094701,en,Bad Dreams,"Unity Field, a ""free love"" cult from the '70s, is mostly remembered for its notorious mass suicide led by Harris, its charismatic leader. While all members are supposed to burn in a fire together, young Cynthia is spared by chance. Years later, the nightmare of Unity Field remains buried in her mind. But when those around Cynthia start killing themselves, and she begins having visions of Harris, she may be forced to confront the past -- before it confronts her.",4.419,"[{'id': 3851, 'logo_path': None, 'name': 'No Frills Film Production', 'origin_country': ''}]",United States of America,1988-04-08,9797098.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,When Cynthia wakes up. She'll wish she were dead...,BAD DREAMS,5.5,45.0,1988,tt0094701,movie,BAD DREAMS,0,1988,80,\N,both
23126,"{'id': 179892, 'name': 'Kick-Ass Collection', 'poster_path': '/2UzHizIS6Z87ocDdY4TALPj1EqD.jpg', 'backdrop_path': '/fYMsCXEMguNlSORJIHydfBgOnty.jpg'}",28000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",59859.0,tt1650554,en,Kick-Ass 2,"After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders, he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation.",17.788,"[{'id': 5374, 'logo_path': '/8dgIXEObpRYixczGSpyW9rgnN53.png', 'name': 'Marv Films', 'origin_country': 'GB'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]",United States of America,2013-07-17,60700000.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,You Can't Fight Your Destiny.,KICK-ASS 2,6.4,4012.0,2013,tt1650554,movie,KICK-ASS 2,0,2013,103,\N,both
23127,,30000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",59861.0,tt1583420,en,Larry Crowne,"When he suddenly finds himself without his long-standing blue-collar job, Larry Crowne enrolls at his local college to start over. There, he becomes part of an eclectic community of students and develops a crush on his teacher.",8.943,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 7460, 'logo_path': None, 'name': 'Vendome Pictures', 'origin_country': ''}, {'id': 4171, 'logo_path': '/ip8rzankhLLhJGGkvfCirfUM26d.png', 'name': 'Playtone', 'origin_country': 'US'}]",United States of America,2011-06-30,36160375.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Rediscover life and love,LARRY CROWNE,5.8,726.0,2011,tt1583420,movie,LARRY CROWNE,0,2011,98,\N,both
23141,,85000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",59961.0,tt1599348,en,Safe House,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",16.587,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 13778, 'logo_path': None, 'name': 'Bluegrass Films', 'origin_country': 'US'}, {'id': 1778, 'logo_path': '/69xm6sF3JxugGVjfZfm1YY6d7EE.png', 'name': 'Dentsu', 'origin_country': 'JP'}]",United States of America,2012-02-09,208076205.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'af', 'name': 'Afrikaans'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,,No one is safe,SAFE HOUSE,6.4,2107.0,2012,tt1599348,movie,SAFE HOUSE,0,2012,115,\N,both
23142,,65000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",59962.0,tt1596350,en,This Means War,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,12.453,"[{'id': 444, 'logo_path': '/42UPdZl6B2cFXgNUASR8hSt9mpS.png', 'name': 'Dune Entertainment', 'origin_country': 'US'}, {'id': 907, 'logo_path': '/ca5SWI5uvU985f8Kbb4xc8AmVWH.png', 'name': 'Overbrook Entertainment', 'origin_country': 'US'}, {'id': 3929, 'logo_path': None, 'name': 'Robert Simonds Productions', 'origin_country': ''}]",United States of America,2012-02-14,156974557.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,It's SPY Against SPY,THIS MEANS WAR,6.0,2209.0,2012,tt1596350,movie,THIS MEANS WAR,0,2012,103,\N,both
23143,,662141.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",59964.0,tt0035703,en,Cabin in the Sky,"When compulsive gambler Little Joe Jackson dies in a drunken fight, he awakens in purgatory, where he learns that he will be sent back to Earth for six months to prove that he deserves to be in heaven. He awakens, remembering nothing and struggles to do right by his devout wife, Petunia, while an angel known as the General and the devil's son, Lucifer Jr., fight for his soul.",3.585,"[{'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]",United States of America,1943-04-09,1606624.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,At Last on the Screen! The Musical Comedy Sensation!,CABIN IN THE SKY,6.6,20.0,1943,tt0035703,movie,CABIN IN THE SKY,0,1943,98,\N,both
23144,,35000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}]",59965.0,tt1600195,en,Abduction,A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.,10.879,"[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 829, 'logo_path': '/mzpAmEQ5P1gFvdRoNyCk9q8ngiv.png', 'name': 'Vertigo Entertainment', 'origin_country': 'US'}, {'id': 3672, 'logo_path': '/5VWXJgYYrJZUE0hixvBdVfGSfmo.png', 'name': 'Gotham Group', 'origin_country': 'US'}, {'id': 24557, 'logo_path': None, 'name': 'Tailor Made', 'origin_country': ''}, {'id': 24558, 'logo_path': None, 'name': 'Mango Farms', 'origin_country': ''}, {'id': 24561, 'logo_path': None, 'name': 'Quick Six Entertainment', 'origin_country': ''}]",United States of America,2011-09-22,82087155.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,They stole his life. He's taking it back.,ABDUCTION,5.8,1915.0,2011,tt1600195,movie,ABDUCTION,0,2011,106,\N,both
