,belongs_to_collection,budget,genres_x,id,imdb_id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,status_code,status_message,tagline,title,vote_average,vote_count,release_year,tconst,titleType,primaryTitle,isAdult,startYear,runtimeMinutes,genres_y,_merge
23145,,5000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",59968.0,tt1637706,en,Our Idiot Brother,"Everybody has one—the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother, Ned. When Ned's girlfriend dumps him and boots him off the farm, his sisters each take a turn at housing him, but Ned's unfailing honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realise that Ned isn't such an idiot after all.",8.869,"[{'id': 19749, 'logo_path': None, 'name': 'Yuk Films', 'origin_country': ''}, {'id': 1785, 'logo_path': '/wT6aIkuQTNuq8XFoDGACK8EyR6w.png', 'name': 'Likely Story', 'origin_country': 'US'}, {'id': 308, 'logo_path': '/e8F3mQM7DkJ5SfYYDp8FYzPBOGX.png', 'name': 'The Weinstein Company', 'origin_country': 'US'}, {'id': 188, 'logo_path': '/40E8iNvy6brH6t4BbmQL211jIpl.png', 'name': 'Big Beach', 'origin_country': 'US'}]",United States of America,2011-08-26,24816118.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Everybody has one,OUR IDIOT BROTHER,6.1,554.0,2011,tt1637706,movie,OUR IDIOT BROTHER,0,2011,90,\N,both
23154,,20000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",60062.0,tt1547230,en,Judy Moody and the Not Bummer Summer,Third-grader Judy Moody sets out to have the most thrilling summer of her life.,4.171,"[{'id': 7295, 'logo_path': '/5MYE96QiE5a5oFhXxFb4y8ILSpw.png', 'name': 'Relativity Media', 'origin_country': 'US'}, {'id': 7264, 'logo_path': None, 'name': 'Smokewood Entertainment', 'origin_country': ''}]",United States of America,2011-06-10,14166853.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Supermegatotally thrilladelic,JUDY MOODY AND THE NOT BUMMER SUMMER,4.8,33.0,2011,tt1547230,movie,JUDY MOODY AND THE NOT BUMMER SUMMER,0,2011,91,\N,both
23165,,855000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",60216.0,tt0035884,en,Five Graves to Cairo,"The British Army, retreating ahead of victorious Rommel, leaves a lone survivor on the Egyptian border who finds refuge at a remote desert hotel. He is helped by the hotel's owner, despite protest from the French chambermaid, afraid of the imminent arrival of Rommel and the Germans. John assumes the identity of the recently deceased waiter to survive.",6.025,"[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}]",United States of America,1943-05-03,1200000.0,96.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,,Did a Woman Start the Rout of Rommel?,FIVE GRAVES TO CAIRO,7.1,43.0,1943,tt0035884,movie,FIVE GRAVES TO CAIRO,0,1943,96,\N,both
23172,,50000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",60304.0,tt1428538,en,Hansel & Gretel: Witch Hunters,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",17.159,"[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 746, 'logo_path': '/kc7bdIVTBkJYy9aDK1QDDTAL463.png', 'name': 'MTV Films', 'origin_country': 'US'}, {'id': 4740, 'logo_path': '/20IuOPEwlHRXnn0MTOsEmw0wcql.png', 'name': 'Gary Sanchez Productions', 'origin_country': 'US'}, {'id': 264, 'logo_path': '/fA90qwUKgPhMONqtwY60GaHRyrW.png', 'name': 'Studio Babelsberg', 'origin_country': 'DE'}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 45198, 'logo_path': None, 'name': 'Deutscher Filmförderfonds (DFFF)', 'origin_country': ''}]",United States of America,2013-01-17,224803475.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Classic tale. New twist.,HANSEL & GRETEL: WITCH HUNTERS,5.9,4716.0,2013,tt1428538,movie,HANSEL & GRETEL: WITCH HUNTERS,0,2013,88,\N,both
23175,,50000000.0,"[{'id': 18, 'name': 'Drama'}]",60308.0,tt1210166,en,Moneyball,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",13.574,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 258, 'logo_path': None, 'name': 'Scott Rudin Productions', 'origin_country': 'US'}, {'id': 11370, 'logo_path': None, 'name': 'Michael De Luca Productions', 'origin_country': 'US'}, {'id': 81, 'logo_path': '/8wOfUhA7vwU2gbPjQy7Vv3EiF0o.png', 'name': 'Plan B Entertainment', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]",United States of America,2011-09-22,110206216.0,134.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,What are you really worth?,MONEYBALL,7.2,2412.0,2011,tt1210166,movie,MONEYBALL,0,2011,133,\N,both
23176,,25000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",60309.0,tt0968264,en,The Conspirator,"Mary Surratt is the lone female charged as a co-conspirator in the assassination trial of Abraham Lincoln. As the whole nation turns against her, she is forced to rely on her reluctant lawyer to uncover the truth and save her life.",8.892,"[{'id': 316, 'logo_path': None, 'name': 'Wildwood Enterprises', 'origin_country': 'US'}, {'id': 7486, 'logo_path': None, 'name': 'American Film Company', 'origin_country': ''}]",United States of America,2010-09-10,15478800.0,122.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,One bullet killed the President. But not one man.,THE CONSPIRATOR,6.5,241.0,2010,tt0968264,movie,THE CONSPIRATOR,0,2010,122,\N,both
23184,,250000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",60420.0,tt1758692,en,Like Crazy,"A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",11.11,"[{'id': 838, 'logo_path': '/tcW3UqV46Mdq6GyaS1ydEDocEDF.png', 'name': 'Paramount Vantage', 'origin_country': 'US'}, {'id': 2313, 'logo_path': None, 'name': 'Andrea Sperling Productions', 'origin_country': ''}, {'id': 9350, 'logo_path': '/xz60JVoUHpOeg1cJbxzMJiwbuL7.png', 'name': 'Indian Paintbrush', 'origin_country': 'US'}, {'id': 13369, 'logo_path': None, 'name': 'Super Crispy Entertainment', 'origin_country': ''}, {'id': 21892, 'logo_path': None, 'name': 'Ascension Productions', 'origin_country': ''}]",United States of America,2011-10-28,3542353.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,I Want You. I Need You. I Love You. I Miss You.,LIKE CRAZY,6.4,672.0,2011,tt1758692,movie,LIKE CRAZY,0,2011,86,\N,both
23185,,4000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",60422.0,tt1719071,en,Another Happy Day,A wedding at her parents' Annapolis estate hurls high-strung Lynn into the center of touchy family dynamics.,5.552,"[{'id': 8872, 'logo_path': None, 'name': 'Filmula', 'origin_country': ''}]",United States of America,2011-11-18,355688.0,119.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,,,"At this wedding, the F-word stands for Family",ANOTHER HAPPY DAY,6.0,62.0,2011,tt1719071,movie,ANOTHER HAPPY DAY,0,2011,119,\N,both
23209,,12000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",60599.0,tt1764183,en,Arbitrage,"A troubled hedge fund magnate, desperate to complete the sale of his trading empire, makes an error that forces him to turn to an unlikely person for help.",9.172,"[{'id': 11093, 'logo_path': None, 'name': 'Lucky Monkey Pictures', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 12501, 'logo_path': None, 'name': 'Green Room Films', 'origin_country': ''}, {'id': 14580, 'logo_path': None, 'name': 'Treehouse Pictures', 'origin_country': ''}, {'id': 24934, 'logo_path': None, 'name': 'Parlay Films', 'origin_country': ''}, {'id': 24933, 'logo_path': None, 'name': 'LB Productions', 'origin_country': ''}, {'id': 2394, 'logo_path': '/sUWGEjxxCU5McOoD2JPrJHDW7K3.png', 'name': 'Artina Films', 'origin_country': 'US'}, {'id': 24930, 'logo_path': None, 'name': 'Alvernia Studios', 'origin_country': 'PL'}]",United States of America,2012-09-14,35485056.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Power is the best alibi.,ARBITRAGE,6.2,477.0,2012,tt1764183,movie,ARBITRAGE,0,2012,107,\N,both
23223,,65000000.0,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",60747.0,tt1234719,en,Red Dawn,"A city in Washington state awakens to the surreal sight of foreign paratroopers dropping from the sky—shockingly, the U.S. has been invaded and their hometown is the initial target. Quickly and without warning, the citizens find themselves prisoners and their town under enemy occupation. Determined to fight back, a group of young patriots seek refuge in the surrounding woods, training and reorganizing themselves into a guerrilla group of fighters.",16.13,"[{'id': 1836, 'logo_path': None, 'name': 'Contrafilm', 'origin_country': ''}, {'id': 7263, 'logo_path': '/auaadhBBcvvTDtmW2iJzOrEjfgO.png', 'name': 'FilmDistrict', 'origin_country': 'US'}, {'id': 7493, 'logo_path': '/452FO4LcI6lA6bfgl6w1kQYRBlr.png', 'name': 'FilmNation Entertainment', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 60, 'logo_path': '/oJXpAs4I3W46e4dkaOEzCa4yBko.png', 'name': 'United Artists', 'origin_country': 'US'}]",United States of America,2012-11-21,44806783.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,,Welcome To the Home of the Brave,RED DAWN,5.4,897.0,2012,tt1234719,movie,RED DAWN,0,2012,93,\N,both
23233,"{'id': 479888, 'name': 'The Thing Collection', 'poster_path': '/vnfxRM89Qav5d0fMluIwx1hKadc.jpg', 'backdrop_path': '/w0wJuoKHV3mWAO7cy0MpGQ1QyZk.jpg'}",35000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",60935.0,tt0905372,en,The Thing,"When paleontologist Kate Lloyd travels to an isolated outpost in Antarctica for the expedition of a lifetime, she joins an international team that unearths a remarkable discovery. Their elation quickly turns to fear as they realize that their experiment has freed a mysterious being from its frozen prison. Paranoia spreads like an epidemic as a creature that can mimic anything it touches will pit human against human as it tries to survive and flourish in this spine-tingling thriller.",12.913,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 10210, 'logo_path': None, 'name': 'Morgan Creek Productions', 'origin_country': 'US'}, {'id': 655, 'logo_path': None, 'name': 'Strike Entertainment', 'origin_country': ''}]",United States of America,2011-10-12,28128670.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'no', 'name': 'Norsk'}, {'iso_639_1': 'da', 'name': 'Dansk'}]",Released,,,It's Not Human. Yet.,THE THING,6.1,1518.0,2011,tt0905372,movie,THE THING,0,2011,103,\N,both
23241,,2600000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",60994.0,tt0160338,en,Guinevere,A young girl from an affluent family rebels and becomes involved with a much older photographer.,3.442,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 377, 'logo_path': None, 'name': 'Bandeira Entertainment', 'origin_country': ''}, {'id': 1020, 'logo_path': '/kuUIHNwMec4dwOLghDhhZJzHZTd.png', 'name': 'Millennium Films', 'origin_country': 'US'}]",United States of America,1999-09-12,614202.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,He was her first love... she was his last.,GUINEVERE,6.1,17.0,1999,tt0160338,movie,GUINEVERE,0,1999,104,\N,both
23262,,12000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",61178.0,tt0093596,en,Nadine,"Hairdresser Nadine Hightower wants to retrieve the risqué photos she once posed for, but when she visits the photographer at his office, he's murdered by an intruder. Nadine talks her estranged husband, Vernon, into going along when she returns to the office, where they stumble across plans for a less than legal construction project. But when Vernon tries to turn the documents into a cash windfall, he and Nadine are pursued by goons with guns.",4.395,"[{'id': 559, 'logo_path': '/jqWioYeGSyTLuHth0141bTGvu6H.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}]",United States of America,1987-08-07,5669831.0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,They're a couple on the run... from each other.,NADINE,5.3,37.0,1987,tt0093596,movie,NADINE,0,1987,83,\N,both
23332,,12000000.0,"[{'id': 35, 'name': 'Comedy'}]",61752.0,tt0116414,en,Girl 6,A struggling actress in New York City takes a job as a phone sex operator.,6.073,"[{'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}, {'id': 4319, 'logo_path': None, 'name': '40 Acres & A Mule Filmworks', 'origin_country': 'US'}]",United States of America,1996-03-22,4939939.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,"A fresh, sassy and sexy comedy!",GIRL 6,5.2,48.0,1996,tt0116414,movie,GIRL 6,0,1996,108,\N,both
23333,"{'id': 173710, 'name': 'Planet of the Apes (Reboot) Collection', 'poster_path': '/afGkMC4HF0YtXYNkyfCgTDLFe6m.jpg', 'backdrop_path': '/uRRPDjkcavi8HuSYGiqOsLJefhL.jpg'}",93000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",61791.0,tt1318514,en,Rise of the Planet of the Apes,"Scientist Will Rodman is determined to find a cure for Alzheimer's, the disease which has slowly consumed his father. Will feels certain he is close to a breakthrough and tests his latest serum on apes, noticing dramatic increases in intelligence and brain activity in the primate subjects – especially Caesar, his pet chimpanzee.",22.796,"[{'id': 6332, 'logo_path': '/42UPdZl6B2cFXgNUASR8hSt9mpS.png', 'name': 'Dune Entertainment III', 'origin_country': 'US'}, {'id': 444, 'logo_path': '/42UPdZl6B2cFXgNUASR8hSt9mpS.png', 'name': 'Dune Entertainment', 'origin_country': 'US'}, {'id': 7076, 'logo_path': '/8BFxn9NUWSgp0ndih569Gm62xiC.png', 'name': 'Chernin Entertainment', 'origin_country': 'US'}, {'id': 290, 'logo_path': '/Q8mw2AOQQc8Qg0uNwLWq86DVZv.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}, {'id': 10893, 'logo_path': None, 'name': 'Big Screen Productions', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]",United States of America,2011-08-03,482860185.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Evolution Becomes Revolution.,RISE OF THE PLANET OF THE APES,7.2,7671.0,2011,tt1318514,movie,RISE OF THE PLANET OF THE APES,0,2011,105,\N,both
23350,,62000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",8202.0,tt0402022,en,Æon Flux,"400 years into the future, disease has wiped out the majority of the world's population, except one walled city, Bregna, ruled by a congress of scientists. When Æon Flux, the top operative in the underground 'Monican' rebellion, is sent on a mission to kill a government leader, she uncovers a world of secrets.",20.249,"[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 126, 'logo_path': '/kADPanRDkKTxncPXXVahvHPUvCj.png', 'name': 'Lakeshore Entertainment', 'origin_country': 'US'}, {'id': 11533, 'logo_path': '/tWM9pmzVYxok4GbQIttxdcml1yT.png', 'name': 'Valhalla Motion Pictures', 'origin_country': 'US'}, {'id': 746, 'logo_path': '/kc7bdIVTBkJYy9aDK1QDDTAL463.png', 'name': 'MTV Films', 'origin_country': 'US'}, {'id': 11534, 'logo_path': None, 'name': 'MTV Productions', 'origin_country': ''}, {'id': 6041, 'logo_path': None, 'name': 'Colossal Pictures', 'origin_country': ''}]",United States of America,2005-11-30,52304001.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,The Perfect World Meets The Perfect Assassin,ÆON FLUX,5.5,1199.0,2005,tt0402022,movie,ÆON FLUX,0,2005,93,\N,both
23351,,90000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",8204.0,tt0416236,en,The Spiderwick Chronicles,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",15.06,"[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 862, 'logo_path': '/udTjbqPmcTbfrihMuLtLcizDEM1.png', 'name': 'The Kennedy/Marshall Company', 'origin_country': 'US'}]",United States of America,2008-02-14,162839667.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,Their World Is Closer Than You Think,THE SPIDERWICK CHRONICLES,6.5,1465.0,2008,tt0416236,movie,THE SPIDERWICK CHRONICLES,0,2008,96,\N,both
23353,"{'id': 387618, 'name': '8MM Collection', 'poster_path': '/d1oI7vVVJfY3ZeGJHJuWTDgI3tD.jpg', 'backdrop_path': '/agVZO0tMaCKV7zowydbSsJd5Qwz.jpg'}",40000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",8224.0,tt0134273,en,8MM,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI.",16.974,"[{'id': 9269, 'logo_path': None, 'name': 'Global Entertainment Productions GmbH & Company Medien KG', 'origin_country': ''}, {'id': 1685, 'logo_path': None, 'name': 'Hofflund/Polone', 'origin_country': ''}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]",United States of America,1999-02-26,96618699.0,123.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,,You can't prepare for where the truth will take you.,8MM,6.2,917.0,1999,tt0134273,movie,8MM,0,1999,123,\N,both
